,grid_demand_kwh
7878,3.835112096
7879,3.674911211
7880,3.347227583
7881,5.020841374
7882,3.055953246
7883,3.477087391
7884,4.651893881
7885,5.126428321
7886,5.126428321
7887,2.61054624
7888,4.975936581
7889,8.018539753
7890,10.78928688
7891,12.57698312
7892,13.25783688
7893,8.677547939
7894,5.551203395
7895,5.547562466
7896,3.0377486
7897,2.114166225
7898,2.126302656
7899,2.174848379
7900,2.121448084
7901,2.103243438
7902,3.274408999
7903,3.839966669
7904,3.237999707
7905,3.338732081
7906,3.420046167
7907,2.411508777
7908,3.112994471
7909,4.514752215
7910,4.701653247
7911,3.933417185
7912,4.945595504
7913,5.45411195
7914,5.688345062
7915,9.307428692
7916,7.999121464
7917,6.823101331
7918,8.334086951
7919,5.034191448
7920,2.559573231
7921,2.423645208
7922,1.980665488
7923,2.263444323
7924,2.07654329
7925,3.011048453
7926,2.861770355
7927,4.5960663
7928,3.395773305
7929,3.433396241
7930,3.680979427
7931,5.95656018
7932,3.017116668
7933,2.467336358
7934,3.307177361
7935,2.040133998
7936,2.606905311
7937,2.744046978
7938,7.860766154
7939,7.92630288
7940,6.99301136
7941,6.44687198
7942,5.066959811
7943,4.344842185
7944,3.505001182
7945,2.434567995
7946,2.263444323
7947,2.177275665
7948,2.133584514
7949,2.09232065
7950,3.059594176
7951,4.478342923
7952,4.348483114
7953,4.803599265
7954,3.364218586
7955,4.393387908
7956,4.586357156
7957,3.727097863
7958,2.643314603
7959,2.534086727
7960,3.644570134
7961,6.866792481
7962,8.194517998
7963,7.984557747
7964,6.713873455
7965,6.11069285
7966,6.809751257
7967,5.603390047
7968,3.680979427
7969,2.518309367
7970,1.821678246
7971,1.785268954
7972,1.811969101
7973,1.78769624
7974,4.537811433
7975,4.383678763
7976,3.432182598
7977,3.524419471
7978,3.256204353
7979,4.293869176
7980,3.815693807
7981,3.498932966
7982,2.537727656
7983,3.054739603
7984,3.596024412
7985,5.954132894
7986,7.670224192
7987,9.25524204
7988,9.4372885
7989,5.455325593
7990,3.764720798
7991,4.122745503
7992,3.922494397
7993,3.231931491
7994,2.207616741
7995,2.244026034
7996,2.275580753
7997,2.304708187
7998,2.427286137
7999,3.439464456
8000,4.248964383
8001,7.768529281
8002,5.0863781
8003,4.994141227
8004,6.608286508
8005,5.899518956
8006,3.836325739
8007,5.199246905
8008,7.348608779
8009,8.264909296
8010,9.784390418
8011,11.30751247
8012,10.31839337
8013,6.225988941
8014,6.104624634
8015,4.609416374
8016,2.950366299
8017,2.639673674
8018,2.865411285
8019,2.098388865
8020,1.934547051
8021,2.263444323
8022,4.523247716
8023,2.867838571
8024,4.494120282
8025,4.672525813
8026,3.708893217
8027,5.549989752
8028,6.128897496
8029,5.460180165
8030,5.058464309
8031,5.677422274
8032,6.784264753
8033,9.030718072
8034,9.402092851
8035,7.268508337
8036,6.868006124
8037,5.581544472
8038,6.006319546
8039,6.451726552
8040,2.814438276
8041,2.097175222
8042,1.997656491
8043,1.730655016
8044,1.824105532
8045,1.785268954
8046,3.63486099
8047,3.745302509
8048,4.005022126
8049,3.764720798
8050,2.405440562
8051,3.410337022
8052,4.917681713
8053,8.114417556
8054,5.241724413
8055,3.126344544
8056,1.839882892
8057,3.136053689
8058,9.264951184
8059,8.346223382
8060,7.900816375
8061,4.306005607
8062,3.784139087
8063,3.699184073
8064,2.833856565
8065,1.860514824
8066,1.608077066
8067,1.650554573
8068,1.52676298
8069,1.592299706
8070,2.390876845
8071,3.994099338
8072,4.091190784
8073,3.727097863
8074,5.077882598
8075,4.309646536
8076,7.933584738
8077,6.677464163
8078,5.939569177
8079,3.086294323
8080,3.49650568
8081,5.440761876
8082,8.499142408
8083,7.887466302
8084,7.815861361
8085,7.354676995
8086,3.80477102
8087,3.883657819
8088,3.318100149
8089,1.876292184
8090,1.752500591
8091,1.713664013
8092,1.730655016
8093,1.753714234
8094,2.737978762
8095,3.718602362
8096,3.322954721
8097,2.359322125
8098,4.189495872
8099,6.211425224
8100,4.303578321
8101,4.019585843
8102,3.500146609
8103,3.318100149
8104,3.121489972
8105,3.49650568
8106,6.945679281
8107,7.534296169
8108,7.460263942
8109,6.70416431
8110,5.062105238
8111,3.608160842
8112,3.949194545
8113,3.422473453
8114,1.855660252
8115,1.759782449
8116,1.69303208
8117,1.700313939
8118,3.434609884
8119,3.424900739
8120,3.33023658
8121,4.62762102
8122,2.869052214
8123,3.162753836
8124,3.899435179
8125,3.020757597
8126,4.585143513
8127,2.50374565
8128,2.434567995
8129,4.912827141
8130,8.241850078
8131,7.544005313
8132,6.49056313
8133,6.422599118
8134,6.875287983
8135,5.17740133
8136,4.404310695
8137,2.633605458
8138,1.751286948
8139,1.773132523
8140,1.655409145
8141,1.710023083
8142,3.137267332
8143,4.755053542
8144,5.632517481
8145,3.320527435
8146,4.339987613
8147,4.785394619
8148,5.932287318
8149,3.913998896
8150,3.103285326
8151,3.80477102
8152,3.228290562
8153,5.07060074
8154,9.432433928
8155,5.290270135
8156,4.88491335
8157,5.297551994
8158,3.926135326
8159,3.275622642
8160,3.082653394
8161,3.2829045
8162,3.770789014
8163,1.860514824
8164,1.747646019
8165,1.734295945
8166,1.852019322
8167,1.932119765
8168,3.893366964
8169,6.414103617
8170,3.350868512
8171,3.531701329
8172,6.388617112
8173,4.403097052
8174,3.651851993
8175,4.272023601
8176,5.484453026
8177,7.42021372
8178,9.539234518
8179,6.111906493
8180,8.251559222
8181,6.350994177
8182,4.299937391
8183,3.705252288
8184,3.486796536
8185,2.672442037
8186,3.214940488
8187,2.604478025
8188,2.735551476
8189,2.6263236
8190,2.081397862
8191,2.196693954
8192,2.571709662
8193,3.700397716
8194,5.255074486
8195,6.32429403
8196,6.105838277
8197,4.176145798
8198,3.301109146
8199,3.242854279
8200,6.06336077
8201,9.337769769
8202,7.427495579
8203,6.768487393
8204,8.656916007
8205,6.931115564
8206,5.148273896
8207,4.085122568
8208,2.901820577
8209,2.059552287
8210,1.921196977
8211,1.683322936
8212,1.757355163
8213,1.7245868
8214,3.290186359
8215,4.293869176
8216,3.445532671
8217,4.427369914
8218,3.246495208
8219,4.558443365
8220,4.982004796
8221,3.278049928
8222,4.847290415
8223,4.147018365
8224,2.862983998
8225,7.391086287
8226,9.829295211
8227,12.61824698
8228,11.2492576
8229,6.408035401
8230,5.829127658
8231,4.053567849
8232,3.781711801
8233,2.531659441
8234,1.736723231
8235,1.78769624
8236,1.739150517
8237,2.453986284
8238,2.455199927
8239,3.750157081
8240,4.620339162
8241,5.380079722
8242,3.57175155
8243,4.498974855
8244,2.886043217
8245,2.773174411
8246,2.833856565
8247,4.165223011
8248,5.100941817
8249,4.065704279
8250,9.092613869
8251,10.49073068
8252,10.35844359
8253,8.268550225
8254,5.210169693
8255,6.149529428
8256,4.733207967
8257,2.633605459
8258,1.700313939
8259,1.773132523
8260,1.68089565
8261,2.403013275
8262,2.969784588
8263,4.399456123
8264,4.157941152
8265,4.064490636
8266,2.59840981
8267,3.981962908
8268,4.522034073
8269,5.378866079
8270,3.211299559
8271,4.901904353
8272,4.015944913
8273,4.560870651
8274,7.871688942
8275,10.5586947
8276,10.38878467
8277,7.594978322
8278,6.190793292
8279,5.319397569
8280,3.719816005
8281,2.390876845
8282,2.116593511
8283,2.047415856
8284,2.176062022
8285,2.06076593
8286,3.092362538
8287,3.742875223
8288,4.619125518
8289,4.531743218
8290,3.963758262
8291,4.593639014
8292,2.984348305
8293,3.736807008
8294,5.40677987
8295,4.466206492
8296,2.679723895
8297,3.719816005
8298,7.414145505
8299,7.382590785
8300,6.483281272
8301,5.16162397
8302,4.502615784
8303,3.295040931
8304,1.881146756
8305,1.81561003
8306,1.792550812
8307,1.773132523
8308,1.707595797
8309,1.81925096
8310,2.861770355
8311,3.637288276
8312,3.802343733
8313,3.353295798
8314,4.079054353
8315,4.589998085
8316,4.324210253
8317,3.589956196
8318,3.202804058
8319,3.438250813
8320,2.814438276
8321,4.041431418
8322,6.681105092
8323,6.610713794
8324,5.571835327
8325,6.327934959
8326,3.48072832
8327,4.248964383
8328,3.680979427
8329,1.918769691
8330,1.869010325
8331,1.881146756
8332,1.845951107
8333,1.945469839
8334,1.898137759
8335,2.256162464
8336,4.608202731
8337,6.300021168
8338,3.479514677
8339,5.80242751
8340,7.996694178
8341,6.001464973
8342,4.455283704
8343,5.914082672
8344,9.167859739
8345,7.588910107
8346,8.529483485
8347,7.42385465
8348,5.357020504
8349,5.263569988
8350,5.367943292
8351,4.20041866
8352,3.16032655
8353,2.47219093
8354,2.739192405
8355,2.149361874
8356,1.773132523
8357,1.869010325
8358,1.998870134
8359,2.065620502
8360,2.508600222
8361,3.325382007
8362,5.075455312
8363,4.498974855
8364,4.134881934
8365,4.406737981
8366,5.46624838
8367,5.443189162
8368,8.575601922
8369,12.33789543
8370,14.58920333
8371,14.69357663
8372,14.52123931
8373,7.173844177
8374,8.028248898
8375,6.228416227
8376,4.218623306
8377,2.502532007
8378,1.893283187
8379,1.91027419
8380,1.916342405
8381,1.869010325
8382,3.871521388
8383,3.591169839
8384,3.094789824
8385,3.036534957
8386,3.865453173
8387,4.043858704
8388,4.830299412
8389,5.730822569
8390,6.827955903
8391,5.07060074
8392,4.114250002
8393,5.187110474
8394,9.338983412
8395,10.15333791
8396,8.148399561
8397,7.36074521
8398,7.5464326
8399,4.636116521
8400,4.132454648
8401,3.472232819
8402,3.092362538
8403,2.309562759
8404,2.356894839
8405,2.331408334
8406,3.735593365
8407,5.67984956
8408,4.059636064
8409,4.042645061
8410,4.404310695
8411,2.609332597
8412,3.127558187
8413,3.450387244
8414,3.424900739
8415,3.383636875
8416,2.972211875
8417,5.111864604
8418,7.025779723
8419,13.56852951
8420,9.251601111
8421,5.963842038
8422,6.653191301
8423,5.276920062
8424,4.41401984
8425,2.008579278
8426,2.307135473
8427,2.678510252
8428,2.040133998
8429,2.014647494
8430,3.304750075
8431,3.395773305
8432,2.987989234
8433,3.881230533
8434,3.305963718
8435,3.506214825
8436,2.706424043
8437,3.075371535
8438,2.109311653
8439,3.318100149
8440,3.404268807
8441,3.343586654
8442,4.475915636
8443,7.923875594
8444,5.908014457
8445,6.798828469
8446,5.144632967
8447,4.299937391
8448,2.979493733
8449,1.825319175
8450,1.86294211
8451,1.849592036
8452,1.818037317
8453,1.890855901
8454,3.217367774
8455,4.768403616
8456,4.306005607
8457,5.961414752
8458,6.050010696
8459,7.318267703
8460,5.386147938
8461,6.338857746
8462,2.716133187
8463,2.237957818
8464,3.26712714
8465,3.372714087
8466,6.855869694
8467,6.212638867
8468,7.503955092
8469,6.834024118
8470,5.891023454
8471,4.246537096
8472,2.7052104
8473,2.627537243
8474,1.808328172
8475,1.836241963
8476,1.786482597
8477,1.810755458
8478,3.019543954
8479,5.394643439
8480,4.423728984
8481,2.882402288
8482,3.905503394
8483,3.519564898
8484,5.060891595
8485,4.740489825
8486,3.642142848
8487,3.041389529
8488,3.347227583
8489,7.824356862
8490,8.637497718
8491,8.104708411
8492,6.111906493
8493,7.014856936
8494,6.889851699
8495,5.085164457
8496,4.691944103
8497,3.156685621
8498,2.037706712
8499,2.003724706
8500,1.854446609
8501,1.901778688
8502,2.115379868
8503,4.029294987
8504,4.241682524
8505,5.549989752
8506,4.753839899
8507,6.025737835
8508,4.666457598
8509,5.662858557
8510,5.392216153
8511,5.728395283
8512,4.779326403
8513,5.954132894
8514,6.097342776
8515,5.126428321
8516,7.184766965
8517,5.465034737
8518,7.764888352
8519,7.29763577
8520,4.318142037
8521,2.424858851
8522,3.068089677
8523,2.778028984
8524,1.973383629
8525,1.966101771
8526,2.623896314
8527,3.535342258
8528,3.177317553
8529,3.420046167
8530,3.505001182
8531,3.9394854
8532,3.859384958
8533,2.985561948
8534,3.217367774
8535,3.680979427
8536,8.546474488
8537,13.65469816
8538,13.52483835
8539,14.53337574
8540,8.762502954
8541,6.552458926
8542,5.543921537
8543,3.695543143
8544,4.052354205
8545,2.324126476
8546,3.098430754
8547,2.154216446
8548,2.793806344
8549,2.786524485
8550,2.324126476
8551,4.524461359
8552,3.756225297
8553,4.752626256
8554,3.57539248
8555,4.33513304
8556,5.025695946
8557,6.270893735
8558,6.580372717
8559,9.391170064
8560,5.922578174
8561,6.236911729
8562,10.4883034
8563,9.159364237
8564,8.973676848
8565,7.677506051
8566,8.59866114
8567,6.167734074
8568,4.314501108
8569,4.648252952
8570,3.996526624
8571,2.751328836
8572,2.417576992
8573,2.252521535
8574,2.240385104
8575,3.2829045
8576,4.614270946
8577,5.804854796
8578,8.536765343
8579,7.775811139
8580,4.587570799
8581,6.8109649
8582,7.63745583
8583,4.407951625
8584,5.363088719
8585,6.594936434
8586,5.524503248
8587,4.377610548
8588,3.92370804
8589,3.546265046
8590,3.511069397
8591,5.332747643
8592,5.22109248
8593,4.849717701
8594,3.241640636
8595,2.03285214
8596,1.956392626
8597,2.035279426
8598,2.325340119
8599,2.186984809
8600,2.884829574
8601,5.030550519
8602,5.863109664
8603,6.605859221
8604,6.891065343
8605,6.025737835
8606,5.202887834
8607,4.780540047
8608,4.608202731
8609,3.850889456
8610,7.667796906
8611,7.440845653
8612,4.656748454
8613,4.517179501
8614,5.767231861
8615,3.286545429
8616,2.359322125
8617,2.253735178
8618,1.963674485
8619,2.003724706
8620,1.95396534
8621,1.91027419
8622,2.078970576
8623,2.866624928
8624,3.407909736
8625,3.867880459
8626,5.431052731
8627,3.943126329
8628,5.105796389
8629,4.289014604
8630,3.548692332
8631,4.764762687
8632,5.433480017
8633,5.384934295
8634,6.84251962
8635,8.020967039
8636,7.613182968
8637,6.580372717
8638,5.479598454
8639,4.707721462
8640,2.711278615
8641,2.34961298
8642,1.896924116
8643,1.995229204
8644,1.997656491
8645,2.345972051
8646,2.479472789
8647,3.350868512
8648,2.663946535
8649,6.07913813
8650,4.272023601
8651,3.558401477
8652,3.410337022
8653,4.052354205
8654,4.602134515
8655,4.066917922
8656,3.052312317
8657,5.000209442
8658,4.67131217
8659,6.358276036
8660,6.967524856
8661,4.647039309
8662,5.534212392
8663,3.007407524
8664,2.26223068
8665,2.376313128
8666,2.207616741
8667,2.013433851
8668,1.875078541
8669,3.026825813
8670,2.111738939
8671,2.210044028
8672,2.606905311
8673,8.50763791
8674,6.639841227
8675,7.779452069
8676,5.388575224
8677,4.142163793
8678,3.388491447
8679,2.759824338
8680,3.399414235
8681,2.782883556
8682,3.25134978
8683,7.959071243
8684,6.338857746
8685,5.931073675
8686,5.241724413
8687,3.645783778
8688,3.738020651
8689,2.456413571
8690,2.085038792
8691,1.907846904
8692,1.820464603
8693,1.877505827
8694,1.944256196
8695,1.958819912
8696,2.218539529
8697,3.341159367
8698,4.915254427
8699,5.590039973
8700,8.524628913
8701,9.732203766
8702,9.426365713
8703,7.520946095
8704,8.025821612
8705,10.8548236
8706,13.52241107
8707,7.899602732
8708,6.659259516
8709,6.060933484
8710,7.173844177
8711,3.403055164
8712,2.338690193
8713,1.961247199
8714,1.883574042
8715,1.79983267
8716,1.856873895
8717,1.779200738
8718,2.100816151
8719,3.309604648
8720,4.390960622
8721,4.126386433
8722,4.660389383
8723,4.257459884
8724,4.048713276
8725,3.307177361
8726,4.326637539
8727,4.579075297
8728,3.843607598
8729,4.894622495
8730,8.312241376
8731,7.560996316
8732,10.56233562
8733,6.380121611
8734,6.496631345
8735,5.143419324
8736,3.846034884
8737,2.866624928
8738,2.710064972
8739,2.558359588
8740,2.67365568
8741,2.224607744
8742,2.438208924
8743,2.441849854
8744,5.136137466
8745,6.215066153
8746,3.791420946
8747,3.758652583
8748,2.438208924
8749,5.029336876
8750,4.545093291
8751,4.651893881
8752,6.205357009
8753,7.260012835
8754,6.744214531
8755,6.678677806
8756,6.257543661
8757,5.6640722
8758,4.962586507
8759,3.565683335
