,grid_demand_kwh
3216,2.602050739
3217,1.981879131
3218,1.736723231
3219,1.697886653
3220,2.171207449
3221,1.733082302
3222,2.907888792
3223,4.802385622
3224,5.569408041
3225,3.31445922
3226,2.208830385
3227,3.313245577
3228,3.958903689
3229,3.557187834
3230,3.958903689
3231,2.688219397
3232,2.537727656
3233,3.89579425
3234,6.744214531
3235,4.081481639
3236,5.353379575
3237,6.037874265
3238,6.463862982
3239,5.041473306
3240,1.77191888
3241,1.720945871
3242,1.70880944
3243,2.778028984
3244,1.832601033
3245,2.128729942
3246,2.818079205
3247,4.420088055
3248,3.123917258
3249,4.972295651
3250,4.91646807
3251,4.41401984
3252,3.070516963
3253,2.889684146
3254,4.525675002
3255,4.190709515
3256,3.030466742
3257,4.676166743
3258,7.081607304
3259,7.784306641
3260,8.478510476
3261,6.393471684
3262,6.412889974
3263,4.758694471
3264,3.808411949
3265,2.35325391
3266,1.722159514
3267,1.71245037
3268,1.751286948
3269,1.719732228
3270,3.483155606
3271,4.3509104
3272,4.801171979
3273,5.308474781
3274,3.836325739
3275,3.808411949
3276,3.924921683
3277,3.227076919
3278,2.82414742
3279,2.756183408
3280,3.052312317
3281,4.310860179
3282,4.757480828
3283,4.826658483
3284,5.509939531
3285,5.035405091
3286,9.612053102
3287,7.993053249
3288,3.780498158
3289,3.66641571
3290,3.057166889
3291,1.728227729
3292,1.727014086
3293,1.776773452
3294,2.082611505
3295,3.337518438
3296,3.182172125
3297,7.434777437
3298,5.234442554
3299,6.650764015
3300,6.052437982
3301,5.6640722
3302,3.7732163
3303,5.211383336
3304,4.897049781
3305,7.36074521
3306,9.091400226
3307,5.92500546
3308,5.149487539
3309,4.636116521
3310,4.208914161
3311,3.81690745
3312,3.963758261
3313,4.451642775
3314,3.473446462
3315,1.832601033
3316,1.774346166
3317,1.752500591
3318,2.299853615
3319,2.307135473
3320,3.846034884
3321,3.847248527
3322,4.241682524
3323,4.729567038
3324,3.551119618
3325,5.597321832
3326,5.859468734
3327,6.637413941
3328,6.417744546
3329,5.672567702
3330,7.77217021
3331,12.00292995
3332,8.071940048
3333,9.086545653
3334,6.596150077
3335,3.78535273
3336,3.047457745
3337,3.14819012
3338,2.382381343
3339,1.707595797
3340,1.753714234
3341,2.025570281
3342,2.791379057
3343,2.687005754
3344,2.59476888
3345,4.22833245
3346,5.857041448
3347,4.639757451
3348,4.187068586
3349,3.932203542
3350,4.685875887
3351,3.835112096
3352,6.758778248
3353,7.150784959
3354,8.877799046
3355,12.98112626
3356,7.422641007
3357,8.269763868
3358,5.718686138
3359,6.361916965
3360,3.95526276
3361,2.023142995
3362,1.662691004
3363,1.701527582
3364,1.752500591
3365,2.858129426
3366,2.592341594
3367,4.133668291
3368,4.871563277
3369,3.423687096
3370,2.663946535
3371,4.069345208
3372,3.064448748
3373,3.883657819
3374,3.738020651
3375,2.046202213
3376,2.332621978
3377,3.933417185
3378,9.72613555
3379,7.960284886
3380,6.846160549
3381,7.405650004
3382,6.131324782
3383,4.411592554
3384,2.330194691
3385,1.78769624
3386,2.478259146
3387,2.481900075
3388,1.765850665
3389,2.166352877
3390,2.787738128
3391,4.24775074
3392,4.312073822
3393,2.143293659
3394,2.19912124
3395,3.234358777
3396,2.632391815
3397,1.918769691
3398,3.586315267
3399,1.944256196
3400,1.813182744
3401,2.468550001
3402,4.848504058
3403,4.694371389
3404,7.908098234
3405,6.344925962
3406,5.119146463
3407,4.954091005
3408,2.94672537
3409,2.080184219
3410,1.699100296
3411,1.718518585
3412,1.745218732
3413,1.673613791
3414,2.39694506
3415,3.271981712
3416,3.696756786
3417,3.307177361
3418,1.794978098
3419,4.246537096
3420,2.893325075
3421,2.303494544
3422,3.690688571
3423,3.382423232
3424,2.426072494
3425,4.100899928
3426,7.699351626
3427,11.54538651
3428,7.62167847
3429,6.679891449
3430,7.883825373
3431,3.876375961
3432,2.463695429
3433,2.615400812
3434,2.690646683
3435,2.36903127
3436,2.041347641
3437,1.859301181
3438,2.638460031
3439,3.989244766
3440,2.889684146
3441,2.668801107
3442,2.838711137
3443,3.819334736
3444,3.628792775
3445,4.508683999
3446,6.128897496
3447,3.213726845
3448,2.825361063
3449,3.856957671
3450,4.903117996
3451,7.484536803
3452,6.877715269
3453,5.721113425
3454,5.037832377
3455,3.740447937
3456,3.262272568
3457,2.384808629
3458,1.796191741
3459,2.617828099
3460,1.990374632
3461,1.958819912
3462,3.60330627
3463,2.85570214
3464,3.521992185
3465,3.83268481
3466,4.50504307
3467,4.022013129
3468,4.553588793
3469,4.486838424
3470,3.166394766
3471,5.025695946
3472,6.425026404
3473,5.866750593
3474,6.545177068
3475,7.036702511
3476,8.226072718
3477,5.934714605
3478,5.155555755
3479,4.566938867
3480,5.002636728
3481,4.784180976
3482,3.318100149
3483,1.735509588
3484,1.879933113
3485,3.22343599
3486,1.951538054
3487,2.32169919
3488,4.409165268
3489,3.988031123
3490,6.848587835
3491,7.109521095
3492,8.527056199
3493,9.664239754
3494,8.897217335
3495,6.417744546
3496,8.005189679
3497,11.41916763
3498,9.201841745
3499,7.797656715
3500,7.699351626
3501,9.826867925
3502,8.266122939
3503,5.321824855
3504,3.092362538
3505,2.343544765
3506,3.338732081
3507,2.387235916
3508,1.886001328
3509,1.685750222
3510,3.165181122
3511,2.825361063
3512,3.360577656
3513,3.917639825
3514,2.591127951
3515,5.92500546
3516,4.035363203
3517,2.401799632
3518,2.350826624
3519,2.15543009
3520,2.332621978
3521,3.327809294
3522,5.696840563
3523,5.069387097
3524,8.542833559
3525,6.614354723
3526,6.38376254
3527,3.589956196
3528,3.286545429
3529,2.383594986
3530,1.888428614
3531,2.197907597
3532,1.877505827
3533,1.838669249
3534,2.802301845
3535,4.003808483
3536,3.803557376
3537,4.875204206
3538,3.49650568
3539,3.793848232
3540,3.444319028
3541,2.826574706
3542,2.267085252
3543,2.977066447
3544,4.142163793
3545,5.071814383
3546,10.28683865
3547,6.119188351
3548,8.514919768
3549,8.141117703
3550,7.306131272
3551,3.099644397
3552,2.12387537
3553,3.119062686
3554,1.768277951
3555,1.762209735
3556,1.777987095
3557,2.42849978
3558,2.616614456
3559,3.46859189
3560,3.969826477
3561,4.933459073
3562,4.060849707
3563,5.045114235
3564,4.848504058
3565,3.004980237
3566,2.756183408
3567,2.706424043
3568,3.581460695
3569,4.181000371
3570,5.708976994
3571,7.672651479
3572,5.978405755
3573,5.645867554
3574,5.744172643
3575,4.951663719
3576,3.549905975
3577,2.463695429
3578,1.807114529
3579,1.801046314
3580,1.798619027
3581,2.350826624
3582,1.941828909
3583,2.370244913
3584,3.49650568
3585,3.748943438
3586,5.563339826
3587,5.443189162
3588,8.438460255
3589,6.353421463
3590,7.029420652
3591,5.682276846
3592,7.21025347
3593,5.37522515
3594,4.44557456
3595,5.444402805
3596,5.108223675
3597,5.173760401
3598,4.996568513
3599,3.119062686
3600,1.773132523
3601,1.764637021
3602,1.767064308
3603,1.674827434
3604,1.781628024
3605,2.966143659
3606,2.3811677
3607,2.950366299
3608,3.974681049
3609,3.555974191
3610,5.889809811
3611,4.177359442
3612,2.886043217
3613,2.293785399
3614,2.389663202
3615,2.393304131
3616,2.82414742
3617,4.048713276
3618,3.290186359
3619,4.075413424
3620,7.105880166
3621,6.235698086
3622,6.707805239
3623,5.393429796
3624,3.451600887
3625,2.19912124
3626,1.951538054
3627,1.907846904
3628,1.964888128
3629,1.899351402
3630,2.251307892
3631,2.404226919
3632,2.328981048
3633,4.171291226
3634,4.951663719
3635,6.325507673
3636,7.096171021
3637,5.232015268
3638,3.142121904
3639,7.213894399
3640,5.876459737
3641,5.113078247
3642,7.974848603
3643,7.267294694
3644,4.621552805
3645,4.48926571
3646,4.661603026
3647,3.734379722
3648,2.747687907
3649,2.200334883
3650,1.860514824
3651,1.9697427
3652,1.810755458
3653,1.805900886
3654,2.036493069
3655,2.345972051
3656,2.790165414
3657,2.96250273
3658,4.355764973
3659,5.776941006
3660,8.977317777
3661,7.557355387
3662,6.730864458
3663,10.42762124
3664,11.74078304
3665,10.91550576
3666,9.931241229
3667,7.560996316
3668,7.804938573
3669,7.325549561
3670,7.9578576
3671,5.424984516
3672,2.757397051
3673,2.189412095
3674,1.814396387
3675,1.790123526
3676,1.78769624
3677,2.012220207
3678,3.179744839
3679,2.469763644
3680,5.753881787
3681,5.199246905
3682,5.429839088
3683,4.585143513
3684,4.735635253
3685,5.570621684
3686,5.335174929
3687,3.84846217
3688,2.150575517
3689,3.225863276
3690,7.586482821
3691,7.320694989
3692,8.974890491
3693,7.357104281
3694,6.20171608
3695,5.304833852
3696,2.153002803
3697,1.932119765
3698,1.634777213
3699,1.591086063
3700,2.064406859
3701,1.877505827
3702,2.906675149
3703,5.281774634
3704,4.190709515
3705,2.319271904
3706,2.162711948
3707,4.246537096
3708,4.33513304
3709,4.393387908
3710,5.71140428
3711,6.255116375
3712,4.188282229
3713,4.553588793
3714,7.327976847
3715,7.118016596
3716,5.687131419
3717,5.053609737
3718,6.291525667
3719,5.617953764
3720,2.144507302
3721,2.254948821
3722,2.614187169
3723,2.2148986
3724,1.713664013
3725,2.879975001
3726,3.178531196
3727,3.386064161
3728,2.842352066
3729,3.299895503
3730,3.454028173
3731,2.842352066
3732,4.485624781
3733,3.324168364
3734,3.833898453
3735,2.410295134
3736,2.571709662
3737,3.876375961
3738,5.42255723
3739,5.280560991
3740,5.417702657
3741,6.954174782
3742,7.048838941
3743,4.418874412
3744,2.513454795
3745,3.326595651
3746,2.25858975
3747,1.723373157
3748,1.74036416
3749,1.662691004
3750,2.390876845
3751,2.672442037
3752,3.630006418
3753,3.363004943
3754,2.132370871
3755,2.716133187
3756,4.088763498
3757,2.504959293
3758,1.777987095
3759,2.366603983
3760,2.025570281
3761,3.570537907
3762,4.593639014
3763,4.422515341
3764,6.210211581
3765,6.082779059
3766,5.174974044
3767,3.598451698
3768,4.034149559
3769,1.792550812
3770,1.837455606
3771,1.808328172
3772,1.685750222
3773,2.644528246
3774,2.825361063
3775,3.347227583
3776,3.234358777
3777,4.806026551
3778,6.162879501
3779,5.099728174
3780,4.376396905
3781,5.190751404
3782,3.927348969
3783,4.070558852
3784,3.404268807
3785,3.763507155
3786,3.839966669
3787,6.275748307
3788,7.23816726
3789,5.855827805
3790,7.023352437
3791,5.228374339
3792,5.052396094
3793,3.4491736
3794,1.952751697
3795,1.991588275
3796,1.837455606
3797,1.757355163
3798,2.01707478
3799,3.360577656
3800,3.319313792
3801,4.296296462
3802,5.915296316
3803,5.62038105
3804,6.421385475
3805,7.028207009
3806,5.668926773
3807,5.37522515
3808,4.756267185
3809,4.922536286
3810,5.92500546
3811,6.713873455
3812,6.218707083
3813,4.909186212
3814,7.308558558
3815,6.627704797
3816,5.960201109
3817,2.952793585
3818,1.842310178
3819,1.907846904
3820,1.918769691
3821,3.163967479
3822,2.253735178
3823,3.602092627
3824,2.778028984
3825,3.839966669
3826,5.80242751
3827,6.619209295
3828,6.33643046
3829,6.406821758
3830,6.906842702
3831,8.58288378
3832,5.348525003
3833,7.400795431
3834,9.28315583
3835,5.722327068
3836,6.448085623
3837,5.951705608
3838,6.642268514
3839,4.531743218
3840,2.212471314
3841,1.889642258
3842,1.890855901
3843,1.91027419
3844,1.8034736
3845,1.8034736
3846,3.076585178
3847,3.433396241
3848,3.646997421
3849,2.966143659
3850,3.121489972
3851,3.780498158
3852,2.934588939
3853,2.881188644
3854,2.619041742
3855,2.088679721
3856,2.014647494
3857,2.15178916
3858,5.769659147
3859,7.66536962
3860,10.28077043
3861,7.228458116
3862,7.045198012
3863,4.401883409
3864,2.387235916
3865,2.122661727
3866,1.952751697
3867,1.93818798
3868,1.939401623
3869,2.449131712
3870,3.929776256
3871,5.344884073
3872,4.250178026
3873,4.171291226
3874,2.557145945
3875,1.963674485
3876,4.174932155
3877,2.826574706
3878,3.61908363
3879,2.589914308
3880,4.589998085
3881,3.305963718
3882,5.54149425
3883,7.09981195
3884,7.74061549
3885,8.972463205
3886,8.30617316
3887,3.755011654
3888,2.577777877
3889,2.585059736
3890,2.44427714
3891,1.780414381
3892,1.919983334
3893,3.013475739
3894,2.810797346
3895,5.784222864
3896,3.572965193
3897,2.109311653
3898,2.735551476
3899,4.302364678
3900,3.221008704
3901,2.912743364
3902,3.240426993
3903,2.577777877
3904,2.819292848
3905,3.028039456
3906,5.673781345
3907,7.794015785
3908,11.68010089
3909,8.499142408
3910,8.340155166
3911,4.642184737
3912,2.848420282
3913,1.899351402
3914,1.835028319
3915,2.916384293
3916,1.87871947
3917,2.989202878
3918,2.884829574
3919,3.00983481
3920,2.406654205
3921,2.16756652
3922,2.489181933
3923,3.360577656
3924,4.207700518
3925,3.683406713
3926,2.921238866
3927,2.486754647
3928,2.560786874
3929,2.68579211
3930,4.90433164
3931,6.21749344
3932,5.532998749
3933,6.790332968
3934,7.102239236
3935,4.988073011
3936,3.197949485
3937,1.760996092
3938,1.801046314
3939,1.808328172
3940,1.864155753
3941,1.805900886
3942,2.51952301
3943,4.384892406
3944,4.490479353
3945,1.785268954
3946,2.019502066
3947,4.639757451
3948,4.363046831
3949,3.136053689
3950,2.787738128
3951,2.719774116
3952,2.511027509
3953,4.318142037
3954,4.435865415
3955,6.387403469
3956,4.545093291
3957,5.530571463
3958,6.008746832
3959,3.450387244
3960,3.615442701
3961,3.274408999
3962,2.41272242
3963,1.884787685
3964,1.837455606
3965,1.861728467
3966,2.168780163
3967,3.69797043
3968,5.125214678
3969,4.411592554
3970,5.553630681
3971,8.717598161
3972,9.102323013
3973,8.378991744
3974,6.224775298
3975,4.53659779
3976,8.690898013
3977,7.42385465
3978,13.65833909
3979,11.01623813
3980,6.540322496
3981,5.012345873
3982,5.458966522
3983,7.076752732
3984,3.214940488
3985,3.212513202
3986,3.120276329
3987,2.012220207
3988,1.839882892
3989,1.844737464
3990,2.106884367
3991,3.644570134
3992,5.154342112
3993,3.540196831
3994,5.496589457
3995,4.780540047
3996,4.074199781
3997,3.91157161
3998,5.480812097
3999,5.55727161
4000,5.022055017
4001,5.853400519
4002,6.176229575
4003,7.474827658
4004,6.124042923
4005,7.262440121
4006,6.546390711
4007,4.707721462
4008,3.382423232
4009,2.144507302
4010,2.225821388
4011,2.06076593
4012,1.996442848
4013,1.892069544
4014,3.284118143
4015,3.579033409
4016,3.798702804
4017,5.028123233
4018,2.911529721
4019,2.97828009
4020,3.471019176
4021,3.721029648
4022,3.746516152
4023,4.098472642
4024,4.364260474
4025,3.591169839
4026,6.881356198
4027,8.247918293
4028,11.07085207
4029,5.912869029
4030,7.931157452
4031,5.458966522
4032,3.167608409
4033,2.051056786
4034,1.930906122
4035,1.886001328
4036,2.023142995
4037,2.156643733
4038,3.02561217
4039,2.997698379
4040,2.884829574
4041,5.307261138
4042,3.5280604
4043,3.472232819
4044,3.665202067
4045,3.513496683
4046,3.899435179
4047,3.479514677
4048,4.356978616
4049,4.672525813
4050,5.435907304
4051,5.19317869
4052,6.79518754
4053,6.513622348
4054,6.236911729
4055,5.456539236
4056,2.952793585
4057,2.421217922
4058,3.087507966
4059,2.115379868
4060,2.035279426
4061,2.545009515
4062,4.171291226
4063,3.853316742
4064,3.208872273
4065,2.195480311
4066,2.602050739
4067,4.639757451
4068,3.661561137
4069,2.950366299
4070,2.508600222
4071,2.820506491
4072,2.583846093
4073,3.003766594
4074,5.914082672
4075,5.793932009
4076,6.529399708
4077,6.533040637
4078,5.735677141
4079,3.901862465
4080,2.884829574
4081,1.934547051
4082,1.893283187
4083,1.899351402
4084,1.980665488
4085,1.901778688
4086,3.082653394
4087,3.075371535
4088,3.836325739
4089,3.491651108
4090,3.041389529
4091,5.015986802
4092,4.280519102
4093,3.336304795
4094,4.798744693
4095,3.202804058
4096,2.922452509
4097,6.666541375
4098,5.642226625
4099,4.610630017
4100,7.188407894
4101,7.069470874
4102,7.029420652
4103,4.814522052
4104,2.683364824
4105,1.987947346
4106,1.944256196
4107,1.842310178
4108,2.362963054
4109,3.172462981
4110,2.426072494
4111,5.696840563
4112,5.435907304
4113,3.859384958
4114,2.415149706
4115,4.159154796
4116,4.728353395
4117,4.012303984
4118,4.950450076
4119,4.370328689
4120,2.96250273
4121,4.309646536
4122,6.183511434
4123,8.815903249
4124,9.024649857
4125,7.229671759
4126,5.281774634
4127,4.262314456
4128,5.246578985
4129,2.957648158
4130,1.964888128
4131,2.00129742
4132,2.077756933
4133,2.33747655
4134,2.307135473
4135,2.48796829
4136,5.857041448
4137,6.001464973
4138,4.704080533
4139,3.798702804
4140,7.119230239
4141,6.238125372
4142,4.924963572
4143,3.536555901
4144,3.901862465
4145,4.638543808
4146,11.62063238
4147,9.112032158
4148,10.32082065
4149,11.46528607
4150,9.392383707
4151,5.080309884
4152,4.047499633
4153,3.341159367
4154,2.194266668
4155,2.082611505
4156,2.061979573
4157,2.61054624
4158,2.316844618
4159,3.748943438
4160,3.867880459
4161,4.770830902
4162,4.007449412
4163,6.273321021
4164,8.351077954
4165,9.16421881
4166,7.661728691
4167,5.746599929
4168,5.841264088
4169,11.24440303
4170,11.25653946
4171,9.822013353
4172,9.226114606
4173,7.183553322
4174,5.041473306
4175,3.532914972
4176,2.052270429
4177,2.02921121
4178,1.904205974
4179,1.859301181
4180,1.951538054
4181,1.856873895
4182,3.104498969
4183,3.61908363
4184,3.332663866
4185,3.270768069
4186,3.767148084
4187,2.233103246
4188,2.862983998
4189,3.45281453
4190,3.819334736
4191,3.937058114
4192,2.227035031
4193,2.661519249
4194,8.050094473
4195,6.784264753
4196,8.647206863
4197,7.554928101
4198,7.455409369
4199,5.188324118
4200,2.09232065
4201,1.848378393
4202,1.780414381
4203,1.774346166
4204,1.929692479
4205,1.9697427
4206,2.293785399
4207,2.943084441
4208,2.483113718
4209,3.371500444
4210,4.575434368
4211,3.416405238
4212,4.30721925
4213,4.252605312
4214,2.371458556
4215,3.409123379
4216,2.850847568
4217,4.167650297
4218,7.727265417
4219,9.105963942
4220,9.956727733
4221,6.329148602
4222,7.587696464
4223,6.130111139
4224,4.218623306
4225,2.345972051
4226,1.784055311
4227,1.79983267
4228,1.960033556
4229,2.350826624
4230,3.548692332
4231,3.898221536
4232,4.148232008
4233,1.960033556
4234,1.821678246
4235,2.804729131
4236,2.25858975
4237,2.646955532
4238,2.528018512
4239,2.097175222
4240,1.865369396
4241,2.622682671
4242,3.916426182
4243,3.916426182
4244,7.215108042
4245,8.030676184
4246,9.17999617
4247,5.931073675
4248,1.916342405
4249,1.810755458
4250,1.720945871
4251,1.745218732
4252,1.8034736
4253,1.833814676
4254,2.145720945
4255,2.820506491
4256,2.646955532
4257,4.075413424
4258,4.035363203
4259,2.967357302
4260,4.515965858
4261,4.683448601
4262,2.318058261
4263,2.00129742
4264,2.211257671
4265,3.182172125
4266,6.71994167
4267,6.358276036
4268,4.721071536
4269,6.378907968
4270,6.342498676
4271,8.422682895
4272,5.501444029
4273,2.765892553
4274,1.714877656
4275,1.672400148
4276,1.821678246
4277,1.716091299
4278,1.947897125
4279,3.131199117
4280,3.447959957
4281,2.523163939
4282,2.892111432
4283,4.420088055
4284,4.302364678
4285,4.155513866
4286,2.333835621
4287,2.157857376
4288,2.071688718
4289,4.142163793
4290,5.270851846
4291,5.174974044
4292,5.207742407
4293,5.113078247
4294,5.479598454
4295,5.626449265
4296,3.748943438
4297,3.696756786
4298,2.773174411
4299,1.798619027
4300,1.837455606
4301,2.580205163
4302,1.881146756
4303,2.326553762
4304,4.989286654
4305,4.025654058
4306,4.274450887
4307,3.165181122
4308,4.448001846
4309,5.717472495
4310,4.541452362
4311,4.579075297
4312,5.952919251
4313,4.015944913
4314,8.068299119
4315,7.280644768
4316,7.325549561
4317,6.848587835
4318,6.52211785
4319,5.244151699
4320,3.570537907
4321,2.131157228
4322,3.202804058
4323,1.854446609
4324,1.890855901
4325,1.849592036
4326,1.973383629
4327,2.802301845
4328,5.455325593
4329,6.412889974
4330,4.466206492
4331,6.168947717
4332,9.090186583
4333,5.257501772
4334,4.589998085
4335,3.878803247
4336,4.649466595
4337,6.594936434
4338,8.64235229
4339,10.21280642
4340,6.023310549
4341,7.705419841
4342,7.02456608
4343,4.757480828
4344,3.507428468
4345,2.119020797
4346,1.943042553
4347,1.952751697
4348,2.034065783
4349,1.927265193
4350,2.660305606
4351,4.786608262
4352,4.026867701
4353,4.092404427
4354,3.547478689
4355,2.621469028
4356,5.325465784
4357,5.378866079
4358,6.141033926
4359,4.214982377
4360,4.666457598
4361,5.202887834
4362,8.319523234
4363,7.028207009
4364,7.836493293
4365,6.989370431
4366,8.75279381
4367,4.707721462
4368,1.964888128
4369,2.014647494
4370,1.963674485
4371,1.92605155
4372,1.899351402
4373,2.047415856
4374,2.301067258
4375,3.410337022
4376,2.636032745
4377,3.830257524
4378,4.194350444
4379,3.33023658
4380,2.814438276
4381,2.739192405
4382,3.038962243
4383,5.313329354
4384,3.967399191
4385,3.974681049
4386,7.974848603
4387,9.001590639
4388,7.644737688
4389,6.926260992
4390,6.332789531
4391,4.76597633
4392,2.702783113
4393,1.98552006
4394,1.95396534
4395,1.952751697
4396,2.176062022
4397,2.558359588
4398,2.592341594
4399,4.242896167
4400,4.955304648
4401,3.48072832
4402,2.956434515
4403,2.923666152
4404,5.45047102
4405,4.997782156
4406,4.066917922
4407,5.869177879
4408,4.526888645
4409,3.708893217
4410,10.7589458
4411,9.676376185
4412,8.601088426
4413,6.568236286
4414,6.340071389
4415,4.756267185
4416,3.310818291
4417,2.372672199
4418,1.861728467
4419,1.907846904
4420,2.00129742
4421,2.640887317
4422,3.105712612
4423,4.348483114
4424,5.60460369
4425,7.075539089
4426,5.261142702
4427,7.395940859
4428,3.631220061
4429,6.301234811
4430,4.331492111
4431,3.545051403
4432,3.717388719
4433,5.411634442
4434,5.304833852
4435,5.900732599
4436,5.143419324
4437,6.378907968
4438,5.92500546
4439,7.610755682
4440,3.547478689
4441,2.691860326
4442,1.956392626
4443,1.896924116
4444,1.997656491
4445,1.919983334
4446,2.470977287
4447,3.259845282
4448,3.173676624
4449,5.081523528
4450,7.02456608
4451,5.582758115
4452,7.143503101
4453,3.210085916
4454,5.257501772
4455,2.595982523
4456,1.98552006
4457,1.905419617
4458,2.304708187
4459,3.173676624
4460,2.958861801
4461,3.08508068
4462,4.219836949
4463,4.905545283
4464,4.210127804
4465,2.446704426
4466,1.98552006
4467,1.984306417
4468,2.00129742
4469,1.944256196
4470,2.966143659
4471,3.202804058
4472,3.663988424
4473,3.547478689
4474,3.676124854
4475,4.717430607
4476,4.733207967
4477,5.399498011
4478,4.292655533
4479,3.878803247
4480,6.036660622
4481,4.165223011
4482,5.437120947
4483,6.728437171
4484,4.969868365
4485,4.24775074
4486,4.772044545
4487,4.399456123
4488,5.348525003
4489,3.370286801
4490,2.576564234
4491,2.16756652
4492,2.071688718
4493,2.01707478
4494,2.674869323
4495,2.404226919
4496,3.946767259
4497,3.126344544
4498,2.88725686
4499,3.961330975
4500,9.730990123
4501,7.525800667
4502,5.040259663
4503,6.318225814
4504,5.815777584
4505,6.117974708
4506,4.740489825
4507,4.65917574
4508,6.329148602
4509,4.984432082
4510,4.871563277
4511,4.85699956
4512,3.972253763
4513,2.156643733
4514,1.945469839
4515,1.889642258
4516,1.962460842
4517,2.399372346
4518,2.847206639
4519,2.645741889
4520,2.502532007
4521,3.343586654
4522,4.262314456
4523,3.795061875
4524,5.058464309
4525,3.883657819
4526,4.230759737
4527,2.758610695
4528,2.826574706
4529,3.007407524
4530,5.230801625
4531,4.677380386
4532,4.97957751
4533,4.759908114
4534,5.149487539
4535,3.507428468
4536,2.15543009
4537,2.004938349
4538,2.021929352
4539,1.904205974
4540,2.003724706
4541,1.890855901
4542,2.637246388
4543,3.256204353
4544,2.912743364
4545,3.210085916
4546,3.71010686
4547,4.001381197
4548,3.798702804
4549,2.450345355
4550,2.536514013
4551,2.729483261
4552,4.120318217
4553,3.640929205
4554,6.077924487
4555,5.874032451
4556,8.912994695
4557,7.177485107
4558,6.285457451
4559,3.702825002
4560,3.369073158
4561,2.218539529
4562,1.887214971
4563,2.26223068
4564,2.109311653
4565,1.989160989
4566,2.727055975
4567,3.117849043
4568,2.273153467
4569,2.00129742
4570,2.741619692
4571,4.581502583
4572,3.502573895
4573,3.020757597
4574,3.787780017
4575,4.636116521
4576,3.367859515
4577,3.057166889
4578,3.360577656
4579,4.803599265
4580,7.278217481
4581,8.351077954
4582,6.904415416
4583,3.563256049
4584,3.05352596
4585,2.021929352
4586,1.984306417
4587,2.011006564
4588,2.077756933
4589,1.91027419
4590,3.12877183
4591,4.143377436
4592,2.446704426
4593,2.830215636
4594,3.553546904
4595,5.036618734
4596,5.310902067
4597,4.763549044
4598,3.308391005
4599,2.900606934
4600,4.608202731
4601,6.590081862
4602,5.17740133
4603,6.55003164
4604,4.699225961
4605,5.276920062
4606,5.888596168
4607,3.015903025
4608,2.649382818
4609,2.995271093
4610,2.975852804
4611,3.427328025
4612,2.80837006
4613,2.065620502
4614,2.528018512
4615,2.996484736
4616,3.656706565
4617,4.577861654
4618,4.36668776
4619,5.836409516
4620,5.110650961
4621,4.463779206
4622,3.074157892
4623,3.577819766
4624,2.366603983
4625,3.062021462
4626,4.831513055
4627,7.279431124
4628,6.812178543
4629,6.280602879
4630,7.244235475
4631,4.199205017
4632,2.247666963
4633,2.089893364
4634,2.026783924
4635,1.928478836
4636,2.121448084
4637,2.018288423
4638,3.557187834
4639,3.411550665
4640,5.09851453
4641,3.092362538
4642,3.858171315
4643,3.920067111
4644,4.287800961
4645,3.121489972
4646,2.754969765
4647,3.818121093
4648,5.501444029
4649,5.321824855
4650,7.342540564
4651,7.852270653
4652,8.328018736
4653,4.665243955
4654,4.667671241
4655,3.63486099
4656,2.447918069
4657,2.239171461
4658,1.973383629
4659,2.355681196
4660,2.179702951
4661,2.778028984
4662,2.611759883
4663,2.676082966
4664,2.424858851
4665,2.373885842
4666,2.570496019
4667,5.091232672
4668,6.614354723
4669,4.464992849
4670,7.090102806
4671,7.093743735
4672,7.02456608
4673,7.586482821
4674,6.935970136
4675,8.709102659
4676,8.423896538
4677,7.881398086
4678,7.34496785
4679,7.037916154
4680,5.157983041
4681,4.265955386
4682,2.09232065
4683,2.153002803
4684,2.10809801
4685,1.913915119
4686,3.140908261
4687,4.558443365
4688,3.457669102
4689,4.45771099
4690,4.013517627
4691,3.640929205
4692,4.632475592
4693,4.029294987
4694,3.023184883
4695,3.662774781
4696,4.289014604
4697,5.313329354
4698,7.110734738
4699,7.818288647
4700,8.808621391
4701,6.188366006
4702,6.437162835
4703,5.270851846
4704,3.503787539
4705,2.639673674
4706,1.973383629
4707,1.924837907
4708,2.012220207
4709,1.986733703
4710,2.504959293
4711,3.178531196
4712,2.23067596
4713,4.246537096
4714,4.598493586
4715,5.048755165
4716,6.875287983
4717,4.074199781
4718,3.838753025
4719,2.90303422
4720,3.112994471
4721,4.389746979
4722,7.096171021
4723,6.30487574
4724,5.543921537
4725,7.154425888
4726,6.040301552
4727,5.412848085
4728,5.048755165
4729,2.537727656
4730,2.387235916
4731,2.359322125
4732,2.291358113
4733,2.276794396
4734,2.625109957
4735,3.946767259
4736,2.646955532
4737,2.133584514
4738,2.102029795
4739,2.25858975
4740,2.036493069
4741,2.144507302
4742,2.388449559
4743,2.452772641
4744,2.394517774
4745,2.53530037
4746,4.053567849
4747,5.809709369
4748,5.108223675
4749,6.718728027
4750,5.650722127
4751,4.38246512
4752,3.332663866
4753,2.383594986
4754,2.33747655
4755,3.375141373
4756,2.399372346
4757,2.15178916
4758,2.922452509
4759,2.986775591
4760,2.427286137
4761,2.879975001
4762,2.379954057
4763,3.963758261
4764,3.798702804
4765,2.790165414
4766,2.148148231
4767,2.614187169
4768,2.347185694
4769,3.88001689
